height,weight,label 
186,61,thin
179,46,thin
138,88,fat
158,43,thin
165,78,fat
190,55,thin
198,71,thin
140,88,fat
128,40,normal
147,67,fat
186,84,normal
124,71,fat
166,52,normal
146,62,fat
160,55,normal
157,39,thin
125,41,fat
147,82,fat
137,57,fat
155,100,fat
134,85,fat
120,61,fat
197,63,thin
140,97,fat
160,52,normal
198,54,thin
153,94,fat
130,51,fat
180,45,thin
189,97,fat
195,70,thin
200,92,normal
122,57,fat
171,81,fat
139,50,fat
178,88,fat
195,76,normal
172,78,fat
135,82,fat
128,81,fat
173,81,fat
176,90,fat
161,45,thin
188,100,fat
123,77,fat
146,90,fat
140,99,fat
135,98,fat
176,91,fat
178,56,thin
197,47,thin
129,100,fat
146,56,fat
200,36,thin
196,48,thin
166,55,normal
152,73,fat
198,58,thin
123,42,fat
175,57,normal
137,57,fat
151,79,fat
122,60,fat
132,52,fat
185,94,fat
120,58,fat
129,49,fat
187,50,thin
163,47,thin
150,97,fat
152,38,thin
150,97,fat
176,80,fat
150,79,fat
122,42,fat
121,82,fat
186,59,thin
180,92,fat
148,56,fat
137,57,fat
192,90,normal
128,36,normal
130,94,fat
137,60,fat
137,95,fat
190,91,fat
159,72,fat
148,55,fat
129,35,normal
177,41,thin
174,36,thin
195,56,thin
156,83,fat
136,71,fat
127,82,fat
160,99,fat
142,87,fat
176,86,fat
198,65,thin
197,87,normal
170,89,fat
126,55,fat
187,64,thin
135,72,fat
126,84,fat
131,89,fat
169,47,thin
137,86,fat
186,68,normal
142,49,normal
141,83,fat
179,45,thin
155,69,fat
181,51,thin
132,67,fat
129,54,fat
143,56,fat
177,87,fat
163,53,normal
155,85,fat
200,88,normal
180,93,fat
129,72,fat
177,91,fat
172,47,thin
184,44,thin
147,83,fat
176,73,normal
199,36,thin
197,48,thin
124,60,fat
175,37,thin
189,87,normal
189,85,normal
175,71,normal
161,77,fat
122,44,fat
194,58,thin
143,82,fat
141,40,normal
195,57,thin
187,86,normal
187,40,thin
162,87,fat
155,39,thin
131,62,fat
142,63,fat
135,89,fat
172,95,fat
191,63,thin
137,35,normal
141,99,fat
175,72,normal
141,86,fat
159,35,thin
127,56,fat
167,52,normal
171,66,normal
199,99,normal
151,98,fat
142,59,fat
188,81,normal
179,80,normal
180,63,normal
164,92,fat
198,82,normal
132,56,fat
121,71,fat
195,85,normal
177,72,normal
181,69,normal
183,64,normal
139,76,fat
134,96,fat
127,46,fat
126,84,fat
144,73,fat
143,91,fat
193,48,thin
162,95,fat
192,69,normal
123,97,fat
193,38,thin
184,80,normal
152,47,normal
148,70,fat
188,98,fat
172,54,thin
126,80,fat
153,50,normal
124,46,fat
191,70,normal
176,82,fat
152,75,fat
141,49,normal
198,63,thin
147,69,fat
192,83,normal
150,76,fat
191,37,thin
146,94,fat
141,77,fat
155,64,fat
195,81,normal
124,75,fat
182,80,normal
153,98,fat
172,72,normal
141,84,fat
183,56,thin
174,41,thin
165,40,thin
154,93,fat
167,62,normal
187,80,normal
156,74,fat
161,82,fat
197,76,normal
142,43,normal
170,49,thin
146,44,normal
166,68,normal
170,57,normal
184,57,thin
125,62,fat
169,65,normal
154,39,thin
130,63,fat
131,87,fat
121,91,fat
197,96,normal
146,97,fat
157,37,thin
190,57,thin
181,78,normal
164,79,fat
144,86,fat
173,61,normal
185,69,normal
152,44,normal
143,57,fat
144,87,fat
174,97,fat
180,92,fat
166,92,fat
157,79,fat
194,92,normal
124,97,fat
132,95,fat
187,50,thin
160,61,normal
182,85,fat
152,86,fat
157,78,fat
192,38,thin
129,76,fat
131,75,fat
160,50,normal
187,72,normal
122,88,fat
168,53,normal
166,90,fat
140,55,fat
200,84,normal
135,38,normal
123,80,fat
132,62,fat
184,59,thin
191,81,normal
165,86,fat
180,59,thin
128,72,fat
182,44,thin
125,66,fat
167,48,thin
132,100,fat
167,88,fat
123,97,fat
157,50,normal
185,62,thin
157,86,fat
140,83,fat
181,36,thin
171,73,normal
176,35,thin
188,74,normal
155,66,fat
146,79,fat
186,67,normal
185,83,normal
120,84,fat
183,86,fat
159,64,fat
170,93,fat
126,66,fat
155,40,thin
170,44,thin
181,59,thin
154,42,thin
125,36,normal
190,62,thin
199,81,normal
192,78,normal
162,71,fat
157,45,thin
124,75,fat
194,52,thin
143,89,fat
179,88,fat
191,52,thin
197,93,normal
124,97,fat
185,75,normal
122,97,fat
138,92,fat
192,95,fat
179,85,fat
166,80,fat
168,72,fat
167,50,thin
194,49,thin
171,98,fat
154,88,fat
144,98,fat
186,51,thin
171,79,fat
136,89,fat
128,50,fat
140,35,thin
144,45,normal
179,86,fat
135,60,fat
166,59,normal
136,71,fat
150,75,fat
154,84,fat
137,60,fat
163,48,thin
191,39,thin
165,51,normal
126,52,fat
170,52,thin
135,66,fat
122,76,fat
163,46,thin
192,56,thin
195,92,normal
195,76,normal
182,85,fat
188,87,normal
151,92,fat
195,66,thin
163,92,fat
200,77,normal
124,60,fat
163,82,fat
184,49,thin
123,89,fat
165,51,normal
190,52,thin
122,92,fat
160,65,fat
125,42,fat
153,71,fat
163,68,fat
166,38,thin
140,55,fat
191,71,normal
181,49,thin
134,44,normal
136,71,fat
180,63,normal
135,49,fat
144,74,fat
196,47,thin
197,35,thin
136,76,fat
180,84,fat
152,38,thin
154,70,fat
194,63,thin
138,84,fat
146,94,fat
198,89,normal
187,61,thin
152,89,fat
181,62,normal
124,98,fat
133,39,normal
189,66,thin
186,89,fat
125,44,fat
171,74,fat
152,56,normal
134,52,fat
137,41,normal
123,61,fat
199,79,normal
171,87,fat
123,63,fat
123,79,fat
188,74,normal
187,91,fat
183,83,normal
149,41,thin
163,81,fat
199,89,normal
145,92,fat
188,38,thin
151,38,thin
142,79,fat
158,69,fat
198,66,thin
139,68,fat
193,39,thin
165,36,thin
174,52,thin
139,71,fat
132,87,fat
165,91,fat
176,91,fat
200,86,normal
159,96,fat
182,36,thin
192,94,fat
161,35,thin
135,36,normal
192,85,normal
148,44,normal
125,84,fat
160,57,normal
165,60,normal
131,61,fat
168,69,normal
137,100,fat
121,76,fat
149,95,fat
179,49,thin
168,90,fat
146,53,normal
141,56,fat
184,95,fat
131,40,normal
153,80,fat
164,90,fat
159,83,fat
138,61,fat
188,91,fat
154,84,fat
198,66,thin
174,54,thin
121,66,fat
177,93,fat
168,99,fat
146,92,fat
200,49,thin
142,92,fat
138,58,fat
197,56,thin
169,56,normal
184,42,thin
142,61,fat
157,95,fat
151,67,fat
125,86,fat
200,99,normal
158,43,thin
172,76,fat
191,67,thin
193,35,thin
142,52,fat
183,70,normal
125,39,normal
148,58,fat
187,77,normal
125,69,fat
136,67,fat
200,68,thin
131,56,fat
133,62,fat
125,53,fat
130,80,fat
130,74,fat
184,92,fat
146,37,thin
187,83,normal
136,45,normal
124,47,fat
156,44,thin
152,70,fat
153,72,fat
172,65,normal
154,82,fat
162,50,normal
144,88,fat
174,100,fat
136,61,fat
130,55,fat
123,59,fat
147,91,fat
136,93,fat
148,51,normal
176,65,normal
159,76,fat
158,65,fat
157,55,normal
121,64,fat
133,82,fat
129,77,fat
179,88,fat
156,81,fat
185,88,fat
120,70,fat
147,70,fat
179,75,normal
175,63,normal
143,48,normal
181,67,normal
184,59,thin
158,76,fat
156,46,normal
148,50,normal
185,90,fat
152,66,fat
171,56,normal
189,74,normal
153,85,fat
127,77,fat
198,47,thin
144,56,fat
169,95,fat
163,78,fat
161,48,normal
185,89,fat
128,36,normal
154,99,fat
127,91,fat
130,88,fat
138,40,normal
154,58,normal
121,95,fat
154,81,fat
167,54,normal
130,61,fat
175,48,thin
170,49,thin
122,60,fat
127,69,fat
164,57,normal
132,65,fat
136,80,fat
152,83,fat
165,60,normal
125,99,fat
152,47,normal
140,42,normal
133,84,fat
147,69,fat
193,89,normal
191,69,normal
164,69,fat
120,83,fat
162,91,fat
200,47,thin
141,62,fat
190,79,normal
168,86,fat
152,61,fat
175,63,normal
168,75,fat
130,90,fat
183,67,normal
127,93,fat
150,75,fat
148,45,normal
150,73,fat
146,48,normal
181,59,thin
198,59,thin
127,38,normal
172,85,fat
130,55,fat
191,73,normal
163,69,fat
167,88,fat
141,39,normal
173,58,normal
130,90,fat
156,44,thin
200,95,normal
123,41,fat
129,59,fat
195,55,thin
169,91,fat
123,58,fat
180,75,normal
198,86,normal
195,71,normal
134,87,fat
132,56,fat
181,93,fat
152,35,thin
173,96,fat
183,66,normal
173,64,normal
165,77,fat
179,57,thin
142,100,fat
123,52,fat
129,43,fat
133,91,fat
180,35,thin
120,89,fat
176,51,thin
149,91,fat
149,63,fat
178,96,fat
147,98,fat
152,89,fat
181,70,normal
158,93,fat
153,94,fat
122,79,fat
145,81,fat
187,68,normal
200,52,thin
165,61,normal
157,86,fat
121,84,fat
146,41,normal
183,71,normal
187,59,thin
133,66,fat
125,47,fat
198,71,thin
163,75,fat
157,89,fat
190,97,fat
140,54,fat
124,42,fat
153,78,fat
142,38,normal
200,36,thin
123,78,fat
182,57,thin
128,50,fat
128,55,fat
169,96,fat
199,90,normal
175,86,fat
196,99,fat
188,50,thin
194,87,normal
190,52,thin
146,47,normal
135,55,fat
143,88,fat
157,95,fat
136,45,normal
135,87,fat
190,61,thin
175,51,thin
183,46,thin
155,49,normal
184,97,fat
187,91,fat
199,56,thin
190,79,normal
124,70,fat
165,79,fat
184,70,normal
154,49,normal
157,42,thin
151,39,thin
167,75,fat
145,47,normal
176,87,fat
191,60,thin
182,57,thin
139,35,thin
183,68,normal
151,41,thin
153,54,normal
121,90,fat
151,99,fat
165,79,fat
121,92,fat
161,63,normal
177,90,fat
147,55,fat
179,57,thin
141,54,fat
138,38,normal
158,85,fat
195,70,thin
165,90,fat
152,44,normal
199,56,thin
191,91,normal
170,77,fat
184,92,fat
178,79,normal
149,79,fat
195,87,normal
132,50,fat
138,63,fat
183,50,thin
189,76,normal
193,51,thin
188,80,normal
162,75,fat
166,66,normal
141,98,fat
167,96,fat
200,98,normal
155,41,thin
161,93,fat
148,62,fat
198,89,normal
172,66,normal
190,97,fat
125,68,fat
185,81,normal
196,44,thin
134,94,fat
200,69,thin
160,66,fat
125,37,normal
158,41,thin
144,46,normal
200,76,normal
162,44,thin
150,60,fat
162,63,normal
196,79,normal
142,89,fat
162,100,fat
190,75,normal
145,43,normal
193,45,thin
187,77,normal
168,83,fat
135,93,fat
153,92,fat
171,52,thin
124,60,fat
193,57,thin
177,48,thin
193,83,normal
162,35,thin
196,100,fat
184,40,thin
168,62,normal
155,37,thin
199,89,normal
129,91,fat
132,59,fat
135,74,fat
200,40,thin
159,81,fat
198,85,normal
179,86,fat
124,59,fat
127,80,fat
143,69,fat
159,43,thin
151,38,thin
141,74,fat
186,92,fat
168,35,thin
177,86,fat
137,43,normal
136,72,fat
138,91,fat
157,37,thin
166,58,normal
121,66,fat
138,69,fat
170,74,fat
175,54,thin
142,58,fat
150,70,fat
174,44,thin
158,64,fat
132,51,fat
156,72,fat
150,86,fat
153,61,fat
168,47,thin
169,79,fat
126,74,fat
178,89,fat
140,90,fat
184,93,fat
191,54,thin
168,67,normal
137,83,fat
192,94,fat
152,93,fat
121,93,fat
163,85,fat
199,49,thin
146,42,normal
162,60,normal
130,60,fat
170,45,thin
150,76,fat
120,83,fat
172,42,thin
127,60,fat
135,47,fat
165,35,thin
182,59,thin
146,99,fat
139,66,fat
164,67,normal
186,98,fat
121,95,fat
164,37,thin
191,39,thin
184,92,fat
147,63,fat
173,99,fat
178,77,normal
195,37,thin
184,86,fat
153,45,normal
126,74,fat
172,43,thin
128,75,fat
149,81,fat
186,57,thin
146,81,fat
197,66,thin
161,61,normal
176,78,fat
191,50,thin
133,100,fat
143,66,fat
150,68,fat
182,100,fat
186,74,normal
166,75,fat
165,61,normal
166,94,fat
167,97,fat
193,70,normal
163,39,thin
162,86,fat
154,50,normal
152,85,fat
149,60,fat
147,87,fat
177,86,fat
192,52,thin
150,88,fat
148,89,fat
176,71,normal
127,41,fat
122,61,fat
169,87,fat
149,37,thin
193,53,thin
164,39,thin
184,97,fat
123,72,fat
189,81,normal
199,47,thin
141,76,fat
175,74,normal
161,99,fat
135,73,fat
181,57,thin
158,97,fat
143,83,fat
167,73,fat
143,91,fat
189,51,thin
158,59,normal
160,56,normal
139,88,fat
200,75,normal
194,96,fat
158,94,fat
158,54,normal
176,51,thin
128,58,fat
173,83,fat
167,76,fat
152,93,fat
163,56,normal
181,73,normal
164,45,thin
178,100,fat
167,86,fat
153,67,fat
135,65,fat
186,74,normal
172,61,normal
199,92,normal
178,42,thin
191,79,normal
192,59,thin
151,91,fat
171,59,normal
185,85,normal
178,58,thin
165,53,normal
170,78,fat
121,68,fat
140,61,fat
172,71,normal
126,77,fat
143,86,fat
163,58,normal
139,46,normal
150,90,fat
197,90,normal
165,49,thin
133,94,fat
169,70,normal
130,36,normal
132,75,fat
137,98,fat
164,86,fat
154,69,fat
166,66,normal
197,55,thin
122,84,fat
160,51,normal
145,38,thin
133,50,fat
122,58,fat
191,87,normal
158,84,fat
136,95,fat
139,86,fat
174,56,thin
144,43,normal
196,99,fat
180,86,fat
162,43,thin
142,35,thin
200,41,thin
174,61,normal
123,73,fat
158,36,thin
127,84,fat
144,69,fat
175,68,normal
164,50,normal
141,43,normal
184,80,normal
173,85,fat
158,65,fat
151,40,thin
142,63,fat
181,96,fat
182,73,normal
160,50,normal
179,53,thin
171,45,thin
129,67,fat
165,49,thin
174,67,normal
184,74,normal
125,63,fat
156,90,fat
155,67,fat
128,95,fat
200,72,thin
185,94,fat
153,85,fat
131,81,fat
168,72,fat
138,92,fat
122,68,fat
158,96,fat
128,82,fat
143,38,normal
149,89,fat
169,75,fat
144,52,fat
166,99,fat
162,55,normal
125,94,fat
161,72,fat
187,64,thin
131,48,fat
133,100,fat
159,71,fat
135,70,fat
131,65,fat
131,97,fat
124,77,fat
164,79,fat
188,63,thin
143,73,fat
176,54,thin
193,56,thin
121,77,fat
127,94,fat
193,38,thin
194,45,thin
158,44,thin
135,43,normal
198,57,thin
153,82,fat
143,40,normal
142,41,normal
200,75,normal
156,98,fat
199,77,normal
141,61,fat
198,39,thin
161,82,fat
186,62,thin
124,86,fat
138,38,normal
192,39,thin
132,76,fat
120,48,fat
130,100,fat
126,68,fat
188,56,thin
154,55,normal
184,71,normal
168,43,thin
173,86,fat
183,73,normal
178,59,normal
174,94,fat
182,51,thin
125,53,fat
178,48,thin
162,58,normal
164,88,fat
181,99,fat
177,61,normal
161,78,fat
129,49,fat
120,61,fat
193,94,fat
145,62,fat
169,61,normal
165,53,normal
138,97,fat
138,61,fat
179,92,fat
147,78,fat
150,76,fat
144,38,thin
134,75,fat
134,99,fat
171,96,fat
192,57,thin
184,79,normal
182,53,thin
140,73,fat
135,56,fat
196,64,thin
199,39,thin
167,83,fat
169,61,normal
172,95,fat
170,43,thin
147,39,thin
187,35,thin
153,81,fat
141,56,fat
122,75,fat
131,57,fat
161,45,thin
127,94,fat
169,43,thin
148,81,fat
174,64,normal
175,96,fat
142,93,fat
129,51,fat
146,66,fat
174,46,thin
123,78,fat
133,37,normal
166,39,thin
135,36,normal
197,43,thin
183,56,thin
150,99,fat
182,58,thin
140,90,fat
192,47,thin
189,69,normal
124,70,fat
193,98,fat
158,54,normal
171,40,thin
174,39,thin
164,60,normal
165,93,fat
142,40,normal
150,40,thin
122,86,fat
151,45,normal
174,86,fat
156,41,thin
131,86,fat
151,90,fat
156,44,thin
163,94,fat
181,63,normal
152,47,normal
192,97,fat
164,66,normal
123,43,fat
175,54,thin
123,88,fat
164,80,fat
194,35,thin
154,70,fat
140,97,fat
185,78,normal
181,79,normal
154,93,fat
153,60,fat
168,72,fat
190,61,thin
174,49,thin
159,53,normal
187,50,thin
144,40,normal
173,56,normal
151,100,fat
183,79,normal
131,75,fat
151,74,fat
147,69,fat
146,72,fat
144,50,normal
197,94,normal
129,79,fat
134,39,normal
174,58,normal
178,48,thin
146,93,fat
138,67,fat
139,64,fat
151,76,fat
138,80,fat
156,96,fat
187,99,fat
127,40,normal
136,92,fat
152,61,fat
130,93,fat
120,35,normal
133,75,fat
188,37,thin
198,58,thin
131,65,fat
200,37,thin
132,45,fat
145,64,fat
172,79,fat
153,76,fat
175,76,normal
136,61,fat
129,76,fat
123,78,fat
179,85,fat
151,82,fat
177,39,thin
172,95,fat
190,35,thin
157,100,fat
188,100,fat
157,87,fat
150,92,fat
136,60,fat
132,86,fat
160,58,normal
126,54,fat
183,90,fat
188,70,normal
185,97,fat
143,71,fat
142,78,fat
174,98,fat
194,50,thin
164,51,normal
138,61,fat
148,62,fat
133,65,fat
122,53,fat
157,69,fat
167,50,thin
185,72,normal
186,99,fat
175,51,thin
172,39,thin
132,66,fat
144,42,normal
195,83,normal
126,49,fat
178,67,normal
143,59,fat
127,74,fat
173,92,fat
181,64,normal
132,81,fat
145,89,fat
196,49,thin
150,87,fat
175,80,fat
142,87,fat
131,69,fat
188,81,normal
129,45,fat
194,93,normal
177,60,normal
143,98,fat
173,77,fat
143,68,fat
158,95,fat
127,49,fat
192,88,normal
125,47,fat
155,67,fat
126,40,fat
137,64,fat
144,88,fat
173,76,fat
182,79,normal
168,78,fat
154,94,fat
164,47,thin
144,54,fat
192,35,thin
137,97,fat
191,86,normal
198,41,thin
151,49,normal
190,40,thin
145,50,normal
177,66,normal
180,48,thin
132,89,fat
187,46,thin
128,97,fat
147,48,normal
153,45,normal
143,46,normal
197,81,normal
179,66,normal
138,53,fat
182,66,normal
120,44,fat
133,95,fat
133,67,fat
185,49,thin
182,72,normal
125,55,fat
193,87,normal
121,45,fat
120,83,fat
188,87,normal
152,83,fat
190,80,normal
182,40,thin
147,92,fat
171,66,normal
137,69,fat
180,90,fat
194,36,thin
169,37,thin
147,65,fat
154,63,fat
148,42,normal
174,99,fat
151,40,thin
194,63,thin
169,57,normal
178,75,normal
127,39,normal
197,73,normal
127,67,fat
179,100,fat
136,81,fat
127,72,fat
144,59,fat
183,72,normal
139,88,fat
157,72,fat
134,38,normal
195,99,fat
170,69,normal
159,74,fat
132,36,normal
159,96,fat
130,84,fat
170,80,fat
121,78,fat
151,68,fat
159,88,fat
124,89,fat
158,91,fat
150,81,fat
170,62,normal
174,87,fat
150,53,normal
183,57,thin
138,61,fat
153,44,normal
167,96,fat
127,45,fat
134,40,normal
161,57,normal
148,67,fat
179,52,thin
177,48,thin
182,46,thin
145,55,fat
179,94,fat
189,64,thin
121,81,fat
122,76,fat
184,86,fat
137,41,normal
167,68,normal
123,59,fat
133,99,fat
197,46,thin
191,49,thin
144,73,fat
156,78,fat
150,84,fat
156,66,fat
130,91,fat
157,57,normal
143,40,normal
127,77,fat
199,43,thin
156,81,fat
171,81,fat
121,51,fat
142,41,normal
152,84,fat
186,90,fat
153,45,normal
148,76,fat
187,40,thin
191,52,thin
164,54,normal
174,76,fat
198,61,thin
167,70,fat
125,82,fat
142,56,fat
195,87,normal
170,91,fat
124,97,fat
165,59,normal
162,90,fat
138,92,fat
186,73,normal
144,68,fat
145,43,normal
146,67,fat
154,72,fat
123,41,fat
152,74,fat
145,57,fat
158,39,thin
179,84,fat
192,81,normal
134,69,fat
173,78,fat
181,68,normal
144,35,thin
145,83,fat
177,90,fat
168,48,thin
136,84,fat
174,85,fat
136,69,fat
198,43,thin
182,92,fat
179,50,thin
187,89,fat
176,71,normal
194,80,normal
178,88,fat
183,63,normal
120,100,fat
147,94,fat
143,77,fat
179,37,thin
121,66,fat
143,48,normal
122,51,fat
143,97,fat
171,100,fat
139,78,fat
154,41,thin
135,88,fat
199,99,normal
178,62,normal
122,71,fat
172,74,fat
175,74,normal
173,49,thin
147,95,fat
143,77,fat
171,73,normal
180,45,thin
182,78,normal
192,47,thin
178,70,normal
182,65,normal
141,50,fat
190,96,fat
198,51,thin
135,87,fat
150,91,fat
161,57,normal
132,78,fat
149,62,fat
158,100,fat
182,37,thin
158,94,fat
138,100,fat
125,96,fat
164,94,fat
124,96,fat
185,92,fat
156,73,fat
126,50,fat
139,77,fat
195,70,thin
179,85,fat
187,77,normal
159,69,fat
140,45,normal
186,87,fat
179,44,thin
196,58,thin
199,58,thin
158,42,thin
197,54,thin
200,78,normal
144,78,fat
170,40,thin
143,66,fat
124,40,fat
178,44,thin
144,95,fat
124,43,fat
180,41,thin
189,84,normal
178,38,thin
179,36,thin
162,37,thin
126,55,fat
158,75,fat
186,94,fat
159,90,fat
136,67,fat
159,96,fat
175,62,normal
150,86,fat
181,76,normal
179,55,thin
135,75,fat
155,52,normal
141,41,normal
172,44,thin
196,41,thin
187,96,fat
193,76,normal
155,69,fat
189,99,fat
184,36,thin
199,57,thin
175,79,fat
152,97,fat
189,77,normal
187,63,thin
168,69,normal
182,40,thin
160,84,fat
185,100,fat
126,50,fat
168,69,normal
194,69,thin
183,91,fat
121,58,fat
139,37,normal
165,38,thin
141,91,fat
156,77,fat
134,65,fat
128,82,fat
180,76,normal
122,98,fat
123,63,fat
125,70,fat
175,76,normal
142,63,fat
186,38,thin
149,86,fat
166,49,thin
138,49,fat
134,41,normal
183,77,normal
188,86,normal
151,52,normal
128,64,fat
140,79,fat
142,82,fat
138,41,normal
163,58,normal
184,58,thin
176,75,normal
179,74,normal
174,63,normal
177,63,normal
161,90,fat
163,87,fat
182,87,fat
192,94,fat
161,44,thin
139,61,fat
148,67,fat
175,74,normal
193,81,normal
156,36,thin
167,94,fat
192,74,normal
138,41,normal
177,86,fat
129,42,fat
191,50,thin
170,73,fat
171,69,normal
172,52,thin
200,82,normal
173,53,thin
200,85,normal
186,54,thin
187,45,thin
155,81,fat
142,76,fat
143,88,fat
139,43,normal
182,51,thin
163,56,normal
192,93,fat
136,41,normal
191,51,thin
166,48,thin
173,89,fat
181,55,thin
122,92,fat
152,76,fat
158,91,fat
157,80,fat
178,43,thin
132,93,fat
156,97,fat
146,58,fat
137,98,fat
173,88,fat
128,83,fat
133,59,fat
198,82,normal
134,95,fat
142,85,fat
153,48,normal
122,51,fat
181,82,fat
148,67,fat
172,54,thin
151,58,fat
186,98,fat
168,42,thin
142,84,fat
125,48,fat
177,44,thin
196,50,thin
159,79,fat
139,78,fat
137,48,fat
197,81,normal
155,88,fat
135,97,fat
189,83,normal
178,85,fat
197,64,thin
186,40,thin
120,90,fat
186,91,fat
141,52,fat
138,74,fat
133,35,normal
173,35,thin
142,94,fat
198,59,thin
164,92,fat
155,56,normal
147,62,fat
176,39,thin
185,65,normal
178,48,thin
175,78,fat
178,89,fat
153,56,normal
169,64,normal
135,41,normal
170,61,normal
159,48,normal
198,45,thin
180,65,normal
196,58,thin
164,82,fat
170,45,thin
171,43,thin
157,45,thin
123,98,fat
187,54,thin
165,44,thin
182,42,thin
147,37,thin
165,72,fat
143,74,fat
124,77,fat
163,70,fat
191,84,normal
197,91,normal
135,63,fat
175,59,normal
192,56,thin
133,85,fat
130,93,fat
184,39,thin
133,47,fat
149,84,fat
171,82,fat
166,87,fat
152,40,thin
196,69,thin
169,96,fat
159,93,fat
181,36,thin
183,92,fat
165,69,fat
152,89,fat
164,100,fat
162,83,fat
173,60,normal
186,69,normal
177,37,thin
121,68,fat
135,55,fat
186,75,normal
127,86,fat
143,73,fat
166,41,thin
186,92,fat
197,62,thin
182,43,thin
185,86,fat
166,74,fat
175,70,normal
174,83,fat
168,55,normal
182,75,normal
171,92,fat
139,77,fat
120,65,fat
170,72,normal
138,85,fat
122,74,fat
168,90,fat
182,48,thin
196,59,thin
124,76,fat
122,71,fat
120,55,fat
143,40,normal
184,100,fat
126,90,fat
156,86,fat
171,82,fat
192,48,thin
192,80,normal
183,65,normal
168,93,fat
158,76,fat
128,48,fat
184,80,normal
182,64,normal
139,87,fat
198,69,thin
192,89,normal
121,42,fat
135,50,fat
152,45,normal
136,78,fat
194,76,normal
128,79,fat
128,96,fat
144,58,fat
176,97,fat
198,48,thin
147,79,fat
169,75,fat
186,69,normal
183,42,thin
147,58,fat
182,80,normal
185,36,thin
183,54,thin
139,95,fat
189,91,fat
199,44,thin
129,83,fat
125,45,fat
133,98,fat
169,74,fat
160,47,thin
173,38,thin
126,38,normal
197,66,thin
175,71,normal
162,57,normal
140,61,fat
148,88,fat
134,53,fat
195,52,thin
160,79,fat
122,48,fat
127,94,fat
193,57,thin
148,52,normal
190,60,thin
173,37,thin
133,81,fat
128,53,fat
173,47,thin
168,59,normal
190,61,thin
138,40,normal
188,84,normal
143,74,fat
148,85,fat
166,99,fat
176,87,fat
158,93,fat
135,74,fat
168,58,normal
132,42,normal
164,76,fat
188,72,normal
152,53,normal
156,98,fat
161,39,thin
167,41,thin
154,87,fat
139,82,fat
167,79,fat
158,38,thin
150,46,normal
153,92,fat
129,89,fat
160,41,thin
145,42,normal
141,96,fat
130,57,fat
145,93,fat
122,91,fat
188,79,normal
181,38,thin
171,81,fat
183,75,normal
127,83,fat
160,47,thin
149,84,fat
137,56,fat
149,45,normal
120,70,fat
184,77,normal
162,79,fat
136,70,fat
124,96,fat
133,77,fat
130,67,fat
150,41,thin
190,57,thin
183,60,thin
163,72,fat
132,86,fat
126,95,fat
172,66,normal
145,96,fat
136,79,fat
139,69,fat
123,36,normal
180,37,thin
128,64,fat
130,77,fat
123,87,fat
129,99,fat
200,75,normal
150,43,normal
187,68,normal
140,57,fat
195,36,thin
155,74,fat
189,86,normal
131,87,fat
195,67,thin
165,38,thin
149,47,normal
153,67,fat
143,52,fat
193,40,thin
151,93,fat
130,36,normal
150,61,fat
173,58,normal
129,58,fat
182,39,thin
173,93,fat
166,43,thin
157,47,normal
157,66,fat
180,54,thin
149,71,fat
184,75,normal
136,59,fat
193,39,thin
173,47,thin
155,52,normal
123,90,fat
130,76,fat
160,61,normal
125,66,fat
127,65,fat
146,62,fat
169,55,normal
192,85,normal
152,50,normal
195,90,normal
172,55,normal
181,46,thin
160,78,fat
149,58,fat
182,71,normal
179,68,normal
147,96,fat
159,74,fat
133,92,fat
175,40,thin
147,86,fat
174,48,thin
126,50,fat
167,99,fat
153,74,fat
178,69,normal
193,97,fat
173,87,fat
178,71,normal
126,91,fat
200,57,thin
157,36,thin
191,89,normal
182,47,thin
165,57,normal
199,54,thin
127,52,fat
166,47,thin
144,56,fat
189,76,normal
145,58,fat
154,93,fat
172,79,fat
184,100,fat
163,99,fat
178,81,fat
125,58,fat
120,74,fat
192,39,thin
143,35,thin
142,95,fat
163,97,fat
122,84,fat
163,60,normal
124,45,fat
190,50,thin
126,36,normal
137,67,fat
154,44,normal
156,100,fat
165,73,fat
160,66,fat
186,90,fat
151,41,thin
132,41,normal
143,44,normal
193,83,normal
130,51,fat
143,52,fat
199,43,thin
147,65,fat
165,59,normal
156,93,fat
180,64,normal
175,69,normal
183,85,fat
166,51,normal
191,38,thin
187,46,thin
184,95,fat
158,76,fat
162,80,fat
171,87,fat
124,58,fat
127,70,fat
125,45,fat
169,67,normal
178,63,normal
139,41,normal
173,80,fat
155,89,fat
125,35,normal
168,50,thin
187,53,thin
189,63,thin
158,76,fat
136,70,fat
166,78,fat
143,65,fat
163,89,fat
179,37,thin
192,43,thin
157,99,fat
159,59,normal
168,75,fat
178,56,thin
125,51,fat
153,57,normal
174,41,thin
159,41,thin
197,86,normal
154,51,normal
199,94,normal
123,84,fat
177,46,thin
174,77,fat
179,63,normal
124,46,fat
140,71,fat
142,91,fat
169,70,normal
121,86,fat
138,43,normal
127,75,fat
129,48,fat
129,99,fat
158,98,fat
194,68,thin
163,62,normal
158,74,fat
184,97,fat
137,91,fat
177,50,thin
199,97,normal
151,73,fat
144,89,fat
138,92,fat
197,100,fat
191,54,thin
156,95,fat
184,89,fat
129,46,fat
147,40,normal
158,54,normal
154,36,thin
199,55,thin
125,42,fat
133,42,normal
143,88,fat
179,95,fat
158,91,fat
177,100,fat
153,41,thin
188,58,thin
172,72,normal
